movie_id,title,imdb_idx,movie_kind,release,imdb_id,phonetic,episode_id,season,episode,series_years,md5
8836,The X Files: I Want to Believe,tt0008836,movie,7/24/2008,8836,T214,,,,,914af604979f2bf2ada3ffe8bc1f7e6b
14442,Ella Enchanted,tt0014442,movie,4/9/2004,14442,E452,,,,,51fed3c7cd43eb36dab99cece76f3331
321741,Concussion,tt0321741,movie,11/12/2015,321741,C522,,,,,f3c678e9c0cd7c89aac45ee4961d7e2d
59965,Abduction,tt0059965,movie,9/22/2011,59965,A132,,,,,aaa405a425060b702f57bd1d40b041e2
14175,Valiant,tt0014175,movie,3/25/2005,14175,V453,,,,,13d1e675170a975de68c9eb4f381daf4
11004,Wonder Boys,tt0011004,movie,2/22/2000,11004,W536,,,,,009099cfbc850284523c5e503752ec45
11918,Superhero Movie,tt0011918,movie,3/27/2008,11918,S166,,,,,a6c8898b8b2a83a067d047ee8e4abd61
98357,Broken City,tt0098357,movie,1/18/2013,98357,B625,,,,,01bac0bc7fbf5eca0c1e56cd6c3b6e83
10012,Cursed,tt0010012,movie,2/25/2005,10012,C623,,,,,2a31072f729cf6c21db67a11c9e8f433
49526,Premium Rush,tt0049526,movie,8/24/2012,49526,P655,,,,,1275fb6c159430ed2329c25aa23bd6b2
268920,Hot Pursuit,tt0268920,movie,5/8/2015,268920,H316,,,,,73ce7cfc3c9ac17f27e3291ba0edb1ed
9093,The Four Feathers,tt0009093,movie,9/8/2002,9093,T161,,,,,3c85d06e1d5b60a8310f487011d46e9c
119283,Parker,tt0119283,movie,1/23/2013,119283,P626,,,,,d28810ed76d0a5bd1b7ca4c1e4372b02
11823,Wimbledon,tt0011823,movie,9/13/2004,11823,W514,,,,,b04e82f83b0453c9cfa4b62bce8a86df
35169,Furry Vengeance,tt0035169,movie,4/2/2010,35169,F615,,,,,1a7a1c9a8a2a57fbddec5e8be179c274
118957,Bait,tt0118957,movie,9/5/2012,118957,B300,,,,,0ead63244ac3929709223ae00af4260e
849,Krull,tt0000849,movie,7/29/1983,849,K640,,,,,8ebe5a19c5110b5785f8dce741a3f6a8
4515,Lions for Lambs,tt0004515,movie,10/22/2007,4515,L521,,,,,b0e035bcef2d6732542c3ccc703fa178
18886,Flight of the Intruder,tt0018886,movie,1/18/1991,18886,F423,,,,,c2717a8b0474beaf086e9091f9fa5e5d
6575,Walk Hard: The Dewey Cox Story,tt0006575,movie,12/21/2007,6575,W426,,,,,df7ccd5d5eb68b7eb8856be2d0667f92
6440,The Shipping News,tt0006440,movie,12/18/2001,6440,T215,,,,,d63ccd215f94578f39ec04936bd00948
13496,American Outlaws,tt0013496,movie,8/17/2001,13496,A562,,,,,b4f2c1eb0569d564e6b126218db071dc
18320,The Young Victoria,tt0018320,movie,3/4/2009,18320,T521,,,,,c1c96841d5e04953fc466232d150f91d
22787,Whiteout,tt0022787,movie,9/9/2009,22787,W330,,,,,a66aa9eaa957f5d4b1972902f60ad621
8967,The Tree of Life,tt0008967,movie,5/18/2011,8967,T361,,,,,488434beb88cfe4c3b42b3a500fd5ae1
37498,Knock Off,tt0037498,movie,9/4/1998,37498,K521,,,,,f337f7fae3818c5c141e8219d5c25532
144336,Sabotage,tt0144336,movie,3/28/2014,144336,S132,,,,,431d180fb4d475f30c9596ad5a7267d6
9616,The Order,tt0009616,movie,9/5/2003,9616,T636,,,,,eea722d4e5d7b5f41cb91207dd1b0713
13056,Punisher: War Zone,tt0013056,movie,12/5/2008,13056,P526,,,,,47cab0893a582ecda575f61c5bfffd32
14113,Zoom,tt0014113,movie,8/11/2006,14113,Z500,,,,,4252b72e6ebcd4d4b4c2e46a786f03d2
285783,The Walk,tt0285783,movie,9/30/2015,285783,T420,,,,,3bea9dad13b48fbd7b45f83cd0a750d3
49478,Warriors of Virtue,tt0049478,movie,5/2/1997,49478,W662,,,,,36e82c6bda9d6789e27002cc26f72555
9726,A Good Year,tt0009726,movie,9/9/2006,9726,A236,,,,,e7f26c9a4a313a58fea12c41aca6da51
20763,Radio Flyer,tt0020763,movie,2/21/1992,20763,R314,,,,,adb08543803523ef0f88688dd3c6f365
9702,Bound by Honor,tt0009702,movie,2/5/1993,9702,B531,,,,,c5a0335dd653207aa47a4614807f990b
9311,Smilla's Sense of Snow,tt0009311,movie,2/13/1997,9311,S542,,,,,8fdfd7663467e096152c4982dcd702e6
9280,Femme Fatale,tt0009280,movie,11/6/2002,9280,F513,,,,,c5e2b9d70680a77c9d17347e967f7ead
26843,Lion of the Desert,tt0026843,movie,4/17/1981,26843,L513,,,,,67453a7630d60f5cde8bf062e2ca019d
11876,The Horseman on the Roof,tt0011876,movie,9/20/1995,11876,T625,,,,,62568fed456e28dc9ff52a8304cd35eb
22267,Ride with the Devil,tt0022267,movie,11/24/1999,22267,R333,,,,,5024e3b931de23276a102ab67d4d03bf
45958,Biutiful,tt0045958,movie,10/20/2010,45958,B314,,,,,a1a98119d9a9f5df6b491fc294f7ff75
1969,Bandidas,tt0001969,movie,1/18/2006,1969,B533,,,,,89337cce82371a813282771061ca89c5
310706,Black Water Transit,tt0310706,movie,5/13/2009,310706,B423,,,,,4f03a32ac12e45c5aae935debc0e0feb
198663,The Maze Runner,tt0198663,movie,9/10/2014,198663,T526,,,,,bb1b1ecb2e873e07b831581cb2af56be
239573,Unfinished Business,tt0239573,movie,3/5/2015,239573,U515,,,,,1ad401aa19f9cad179d7ab50e81e6697
10436,The Age of Innocence,tt0010436,movie,9/17/1993,10436,T215,,,,,86a841f070e762c74e7ad45c4f64fda9
1381,The Fountain,tt0001381,movie,9/6/2006,1381,T153,,,,,07fb9c3125213626a7b7b17033342b22
2162,Chill Factor,tt0002162,movie,9/1/1999,2162,C412,,,,,dfb8431f55db199fbef867c8b7e5e596
127493,Stolen,tt0127493,movie,5/17/2012,127493,S345,,,,,29ad5fec374adefacc37d964a7c4b3e1
12429,Ponyo,tt0012429,movie,7/19/2008,12429,P500,,,,,266680441b9dc7db27607f7b8324260d
228205,The Longest Ride,tt0228205,movie,4/9/2015,228205,T452,,,,,4a1be6a0a98c2d4842067a01b7c02897
2900,The Astronaut's Wife,tt0002900,movie,8/26/1999,2900,T236,,,,,9ee8d0bf5a57fd1452bcbb9ec66173ff
21311,I Dreamed of Africa,tt0021311,movie,5/5/2000,21311,I365,,,,,3d5d2f02e092c16f2dd790373e71b427
77875,Playing for Keeps,tt0077875,movie,11/29/2012,77875,P452,,,,,d4fcc752c1bed2d0264eb149124d2783
192136,Mandela: Long Walk to Freedom,tt0192136,movie,12/6/2013,192136,M534,,,,,4d26be738370caa3e5c7a27a2a6b90a7
18254,Reds,tt0018254,movie,12/25/1981,18254,R320,,,,,93a57e8e17df201d8e4a47e7bea6289b
881,A Few Good Men,tt0000881,movie,12/11/1992,881,A123,,,,,4ee2b8c827e0069d4f2b6de1d73e5096
10877,Exit Wounds,tt0010877,movie,3/13/2001,10877,E235,,,,,7fe25d63b444aadd94ec899c077e0e7f
9600,Big Momma's House,tt0009600,movie,5/31/2000,9600,B255,,,,,1a463634831ec1ad7276527f0f24a319
202575,Thunder and the House of Magic,tt0202575,movie,12/24/2013,202575,T536,,,,,3077978eb898fc1d00bb708f0b19c91b
71469,The Darkest Hour,tt0071469,movie,12/22/2011,71469,T362,,,,,7d8d7de9a307f8cef5a228d1dd6ef6a6
85446,Step Up Revolution,tt0085446,movie,7/26/2012,85446,S311,,,,,d7af238c9dbcc164328fb42cef42920b
326,Snakes on a Plane,tt0000326,movie,8/6/2006,326,S522,,,,,5692afca3a3261e923c3d0590fad6dd3
10685,The Watcher,tt0010685,movie,9/8/2000,10685,T326,,,,,62c2955ce0ccec70eb14b9476cbe0ffd
7220,The Punisher,tt0007220,movie,4/15/2004,7220,T152,,,,,a0ed214de1b11f7a7fefefa2cd50553a
9763,Goal!: The Dream Begins,tt0009763,movie,6/6/2005,9763,G433,,,,,caa686b849c1a0a4ae7f6082d835e2c6
72387,Safe,tt0072387,movie,4/16/2012,72387,S100,,,,,c6eea0560cd6f377e78dff2c85cc9122
12596,Pushing Tin,tt0012596,movie,4/23/1999,12596,P252,,,,,3c5cb7a1bcc5e012d48afa1149865b7b
1892,Return of the Jedi,tt0001892,movie,5/23/1983,1892,R365,,,,,c277081d7a3a38a823ca44f3092f19ea
13460,Doomsday,tt0013460,movie,3/14/2008,13460,D523,,,,,68e1eb65170746be86d0361004f0e791
8055,The Reader,tt0008055,movie,12/10/2008,8055,T636,,,,,792f917538256e1234b15252ccad4e66
50647,Wanderlust,tt0050647,movie,2/23/2012,50647,W536,,,,,9bfefb7fbeecb7fa6e0cd7e2daae58dd
10719,Elf,tt0010719,movie,10/9/2003,10719,E410,,,,,53094f9586f36c74b0346af8885a3884
9294,Phenomenon,tt0009294,movie,7/5/1996,9294,P555,,,,,1247665cbb0faefc13a125491cd579d2
11888,Snow Dogs,tt0011888,movie,1/18/2002,11888,S532,,,,,fed1dabf86dc52fd8d1b777ea4bfab96
9647,Scrooged,tt0009647,movie,11/22/1988,9647,S623,,,,,46f922b8dcd503c37d99a3f0c08735ad
9353,Nacho Libre,tt0009353,movie,6/16/2006,9353,N241,,,,,d5ced51bc69c54e6cf2e20866547f05c
55721,Bridesmaids,tt0055721,movie,4/28/2011,55721,B632,,,,,be94645706fbe77a83bbf47fb8196345
109414,This Is the End,tt0109414,movie,6/12/2013,109414,T223,,,,,0cc8b9a9808a667b9514b772fa1b938c
10307,Stigmata,tt0010307,movie,9/10/1999,10307,S325,,,,,33fcaca886f2a60c6ff693e5300a4422
11978,Men of Honor,tt0011978,movie,9/13/2000,11978,M515,,,,,e37bb7c2a490aae62bb5bb6abe6ce20c
22907,Takers,tt0022907,movie,8/26/2010,22907,T262,,,,,6d28ce22468ae98eb79b95abb44f9fe5
87567,The Big Wedding,tt0087567,movie,4/25/2013,87567,T123,,,,,703645f3591bc645fb12e8011b4dbb85
38322,"Big Mommas: Like Father, Like Son",tt0038322,movie,2/16/2011,38322,B255,,,,,13be00edeb28cce74e5e518bd7486c0e
45612,Source Code,tt0045612,movie,3/30/2011,45612,S622,,,,,4c200f344d32f6a87d65cd4615afc915
7305,Alive,tt0007305,movie,1/15/1993,7305,A410,,,,,bd9f7c5d6ab4201b138a3e51dab7056f
3594,The Number 23,tt0003594,movie,2/23/2007,3594,T551,,,,,ab258d85d9f854f690b060276d7be124
157841,The Young and Prodigious T.S. Spivet,tt0157841,movie,10/16/2013,157841,T525,,,,,37164b6fe85526109dfd8b7df998a4a7
11519,1941,tt0011519,movie,12/13/1979,11519,,,,,,7af6266cc52234b5aa339b16695f7fc4
12920,Dreamer: Inspired By a True Story,tt0012920,movie,9/10/2005,12920,D656,,,,,df64b5b9b4e49c8012dac5ec3d0e86af
59,A History of Violence,tt0000059,movie,9/23/2005,59,A236,,,,,417e09751392f86611d0fca1ee95a576
9335,Transporter 2,tt0009335,movie,8/2/2005,9335,T652,,,,,34c80a18935192777c14ad15af1e7ca3
12106,The Quick and the Dead,tt0012106,movie,2/9/1995,12106,T225,,,,,bfa5e2c39e6d87d3d07efc798a4c60ee
11141,Laws of Attraction,tt0011141,movie,4/4/2004,11141,L213,,,,,4abb0cec0348dddc65692cf107854ca4
8649,Bringing Out the Dead,tt0008649,movie,10/22/1999,8649,B652,,,,,40cb3485c60d8de07b93f097d67ae0bd
31867,Repo Men,tt0031867,movie,3/18/2010,31867,R155,,,,,77994dd5dc95ce269dac0c2565c386a2
10253,Dragon Wars: D-War,tt0010253,movie,2/8/2007,10253,D625,,,,,cbb24214682bc7a316dcdca06b95dcf6
3587,Bogus,tt0003587,movie,9/6/1996,3587,B220,,,,,e6b22fcb509d3b90d55f5d69a11838d6
124459,The Incredible Burt Wonderstone,tt0124459,movie,3/14/2013,124459,T526,,,,,ad186ac6ab0b2d97cb80155795042e26
24662,Cats Don't Dance,tt0024662,movie,3/26/1997,24662,C323,,,,,294b333f4a72ac6bef30ab97cce59bb4
32274,Cradle Will Rock,tt0032274,movie,12/10/1999,32274,C634,,,,,d2fb68d5af5a76a6369d1af6ff75b0fe
182,The Good German,tt0000182,movie,12/8/2006,182,T232,,,,,5c17a29eaafa059aa1133535e96d584b
5494,George and the Dragon,tt0005494,movie,3/28/2004,5494,G625,,,,,f02dab43ef328c138c6607595306c3d5
28,Apocalypse Now,tt0000028,movie,8/15/1979,28,A124,,,,,2cfdae846bdf3e7ab5ebc8c2f1cb2340
38073,Going the Distance,tt0038073,movie,9/1/2010,38073,G523,,,,,fe126731d40a79fa2fd14e59ab99c62c
2054,Mr. Holland's Opus,tt0002054,movie,12/29/1995,2054,M645,,,,,84b0e1c0a87b31e336bbe0b87732b7fb
302156,Criminal,tt0302156,movie,4/14/2016,302156,C655,,,,,4d79c341966242c047f3833289ee3a13
606,Out of Africa,tt0000606,movie,12/20/1985,606,O311,,,,,90156dab38684d106b1d6b5d5d496c3f
87502,Flight,tt0087502,movie,11/2/2012,87502,F423,,,,,98415a6f570af1d10bebd54f054ce4b4
698,Moonraker,tt0000698,movie,6/26/1979,698,M562,,,,,b388bc702f59c8feec025b3dd8799a6b
120467,The Grand Budapest Hotel,tt0120467,movie,2/26/2014,120467,T265,,,,,285b1b28873c4ca1528546c22a66086e
11313,Hearts in Atlantis,tt0011313,movie,9/7/2001,11313,H632,,,,,4d0975e5a8de893ddbdbbbd939f60e0a
6488,Arachnophobia,tt0006488,movie,8/9/1990,6488,A625,,,,,044c17ca174b6aabe20e726117143a70
10559,Frequency,tt0010559,movie,4/28/2000,10559,F625,,,,,7cf395303ce3665a9834721d4b748e4b
296099,Vacation,tt0296099,movie,7/28/2015,296099,V235,,,,,2c48ddf7afb37fb0ebc3ecf2f7cc3fe1
8012,Get Shorty,tt0008012,movie,10/20/1995,8012,G326,,,,,3ae16ed2212175fdede377fe33fa1c41
1574,Chicago,tt0001574,movie,12/26/2002,1574,C220,,,,,9cfa1e69f507d007a516eb3e9f5074e2
9032,Big Daddy,tt0009032,movie,6/25/1999,9032,B233,,,,,f6470b3fbf7db2ddd8c5404e2cb1b984
2770,American Pie 2,tt0002770,movie,8/10/2001,2770,A562,,,,,f3443204b43c4fbf27c6cfb84df9800d
862,Toy Story,tt0000862,movie,10/30/1995,862,T236,,,,,5b6e9a2553fb821f364371cbc69875f7
1637,Speed,tt0001637,movie,6/9/1994,1637,S130,,,,,44877c6aa8e93fa5a91c9361211464fb
72570,The Vow,tt0072570,movie,2/5/2012,72570,T100,,,,,9b9a020b3002a05c4162c236b5108bbb
27569,Extraordinary Measures,tt0027569,movie,1/21/2010,27569,E236,,,,,ae4f03058928fddcdaaa6bdbde43264d
10637,Remember the Titans,tt0010637,movie,9/29/2000,10637,R551,,,,,4f955f9ab6a2bd9433240e85e475ed4d
1669,The Hunt for Red October,tt0001669,movie,3/2/1990,1669,T531,,,,,3e831fcf9cf36cb94ca7c7e4fd354c0f
132363,The Butler,tt0132363,movie,8/16/2013,132363,T134,,,,,294025a30d6e64b357d07eeb58f6a4e8
9472,DodgeBall: A True Underdog Story,tt0009472,movie,6/18/2004,9472,D321,,,,,1b689e73369d43b113c31a08ce856058
2907,The Addams Family,tt0002907,movie,11/22/1991,2907,T352,,,,,40be05e48d00aaa4c2c6eecd24af1f05
9273,Ace Ventura: When Nature Calls,tt0009273,movie,11/10/1995,9273,A215,,,,,3614c6aa7e343b4424f95b5d7a9d7be9
9880,The Princess Diaries,tt0009880,movie,8/3/2001,9880,T165,,,,,6b26748c43d6bca46ced15e13f30f584
2925,The First Wives Club,tt0002925,movie,9/20/1996,2925,T162,,,,,4776be1812ea4ee46b652f4807d6eba9
807,Se7en,tt0000807,movie,9/22/1995,807,S500,,,,,d9890427f1a43b11efa981ba37cd5cd4
17654,District 9,tt0017654,movie,8/5/2009,17654,D236,,,,,aacbf86110209179b21c672158002ffe
11836,The SpongeBob SquarePants Movie,tt0011836,movie,11/14/2004,11836,T215,,,,,88543ce195161b2d81625f657972b8fd
322,Mystic River,tt0000322,movie,10/7/2003,322,M232,,,,,7acfcd1ecf8a0d586670a401037ad6f6
70,Million Dollar Baby,tt0000070,movie,12/15/2004,70,M453,,,,,fd1ada8f085146cf966918375e8c5ba5
9535,Analyze This,tt0009535,movie,3/5/1999,9535,A542,,,,,3723184aee31f377fbd1b01672cac0c5
11036,The Notebook,tt0011036,movie,6/25/2004,11036,T531,,,,,aeec3a9548d5650c70c3fcccc49a6005
6557,27 Dresses,tt0006557,movie,1/10/2008,6557,D622,,,,,871811f3d8a187947a333049232764f8
18126,Hannah Montana: The Movie,tt0018126,movie,4/10/2009,18126,H555,,,,,a26d2f96bc6a481e83a0075d0c2bb625
16340,Rugrats in Paris: The Movie,tt0016340,movie,9/14/2000,16340,R263,,,,,49b3ecfa606050b9633364ef8018e747
10333,The Prince of Tides,tt0010333,movie,12/25/1991,10333,T165,,,,,a1619f11be0cdbb532e6bf1397f6d239
4476,Legends of the Fall,tt0004476,movie,12/16/1994,4476,L253,,,,,ccff484041b8592acb04cf2520a044a7
22947,Up in the Air,tt0022947,movie,9/5/2009,22947,U153,,,,,27f5e6bb34ec2e9cbc9ae79f40c60249
2755,About Schmidt,tt0002755,movie,12/13/2002,2755,A132,,,,,a6d7f5d430e900f3cf8c341146a1f653
82654,Warm Bodies,tt0082654,movie,1/31/2013,82654,W651,,,,,99ae1aa261adf829e28a426463c63cd2
59967,Looper,tt0059967,movie,9/26/2012,59967,L160,,,,,14cbcf095e72902e80938f6a021a176c
16300,Down to Earth,tt0016300,movie,2/16/2001,16300,D536,,,,,d4bed396bdf55eda5a1de22ffc618eb9
9598,Babe,tt0009598,movie,7/18/1995,9598,B100,,,,,2b5062a2376abcd74643b22fefa5083d
82696,Hope Springs,tt0082696,movie,8/7/2012,82696,H121,,,,,02f7f5b735816218f45dca9a8413fd64
9870,Forgetting Sarah Marshall,tt0009870,movie,4/17/2008,9870,F623,,,,,631470eb2ebf1aa309c4be61986d41ed
8292,Four Brothers,tt0008292,movie,8/11/2005,8292,F616,,,,,413f845390e28c37810c90e4b6428608
8780,Baby Mama,tt0008780,movie,4/23/2008,8780,B155,,,,,9ac6d21d00532fda5b1eb012f3b319ff
9715,Hope Floats,tt0009715,movie,5/29/1998,9715,H114,,,,,bea480c2ed241ee3202cd6666cfa74c1
10521,Bride Wars,tt0010521,movie,1/9/2009,10521,B636,,,,,28c4f036d0f82a867e771f40318ca4cd
10762,Without a Paddle,tt0010762,movie,8/20/2004,10762,W331,,,,,dd4ed4eef1c53890963dd706691fd285
10096,13 Going on 30,tt0010096,movie,4/13/2004,10096,G525,,,,,f49bfef89aa9de54ca9e02ed68b3792b
59436,Midnight in Paris,tt0059436,movie,5/11/2011,59436,M352,,,,,5e1ebc682baf2ae410cd6f4cea73e585
227783,The Nut Job,tt0227783,movie,1/17/2014,227783,T532,,,,,df6f60ae1d29a9f29da0f2f1627bf70f
4133,Blow,tt0004133,movie,4/4/2001,4133,B400,,,,,adeccf882d6fd5a8b1d7d0a88118c79d
10207,Message in a Bottle,tt0010207,movie,2/22/1999,10207,M225,,,,,134b5aa35f4377215ee93b1575d8c8a6
172,Star Trek V: The Final Frontier,tt0000172,movie,6/9/1989,172,S363,,,,,8285564fb346b3002e1c7f3ded8ca603
21972,Like Mike,tt0021972,movie,7/3/2002,21972,L252,,,,,b9abcb5551d7c38eba34b0410de02eb0
36593,The Naked Gun 33⅓: The Final Insult,tt0036593,movie,3/18/1994,36593,T523,,,,,afeff050a78ebd82a22b89642c487efa
707,A View to a Kill,tt0000707,movie,5/24/1985,707,A132,,,,,dc21073caaa4f963ba3dc074a5609094
533,The Curse of the Were-Rabbit,tt0000533,movie,9/4/2005,533,T262,,,,,75053e413868ccd1363dcd2e48cb2150
6023,P.S. I Love You,tt0006023,movie,11/15/2007,6023,P241,,,,,4973d035f314a91b4a787f3fd77985ca
6439,Racing Stripes,tt0006439,movie,1/6/2005,6439,R252,,,,,74980101aa9942ec2472dc8c5f91d95c
4347,Atonement,tt0004347,movie,8/29/2007,4347,A355,,,,,bbbf9321c45fc1aac00e0d4d63ae2ac3
37056,Letters to Juliet,tt0037056,movie,5/14/2010,37056,L362,,,,,a1439f6615a135059c6f1bec4a83e7b2
4105,Black Rain,tt0004105,movie,9/22/1989,4105,B426,,,,,1b008e3fd832d5d7e49aba528d7ae01c
76489,The Three Stooges,tt0076489,movie,4/13/2012,76489,T362,,,,,a8d7d4cf483cee52b70b6f0c35d91b9b
3933,Corpse Bride,tt0003933,movie,9/9/2005,3933,C612,,,,,7f2031bfec717cf076ef813438902890
9918,Glory Road,tt0009918,movie,1/13/2006,9918,G466,,,,,9fdcd4c2f2afa8478a0df0e75275837f
273481,Sicario,tt0273481,movie,9/17/2015,273481,S260,,,,,e88d7dbcbb4c2178dace11370915868d
307081,Southpaw,tt0307081,movie,6/15/2015,307081,S310,,,,,21eeb62a99ac7b748178ef51c7d64a71
16871,Drag Me to Hell,tt0016871,movie,3/15/2009,16871,D625,,,,,8136363aee4c5acb6467bdab4f15b355
293863,The Age of Adaline,tt0293863,movie,4/16/2015,293863,T213,,,,,892fb745f6644b136bb3db413329ace9
13156,Secondhand Lions,tt0013156,movie,9/19/2003,13156,S253,,,,,a270795eec8896977a3d86e978e5ce77
41233,Step Up 3D,tt0041233,movie,8/4/2010,41233,S311,,,,,fae6a07e7bbe0e5f966791f1760be4fd
9266,Blue Crush,tt0009266,movie,8/8/2002,9266,B426,,,,,7e8d811c949f09892fc85eed4426e2df
1262,Stranger Than Fiction,tt0001262,movie,9/9/2006,1262,S365,,,,,2e9b461b4b609e21229866caa818c75d
4513,30 Days of Night,tt0004513,movie,10/17/2007,4513,D215,,,,,6966a195c0cdce4e8f8186225121a2a1
22970,The Cabin in the Woods,tt0022970,movie,4/12/2012,22970,T215,,,,,07b918dbb75d3435e96bee6909dd9d9d
7278,Meet the Spartans,tt0007278,movie,1/24/2008,7278,M321,,,,,e5e63f3203c3c870348b16219a460109
9013,Midnight Run,tt0009013,movie,7/20/1988,9013,M352,,,,,49b1111995ed8ee907278d3823f272dd
865,The Running Man,tt0000865,movie,11/13/1987,865,T655,,,,,d87c103a60d96c232c392891ee7e918f
10776,Little Shop of Horrors,tt0010776,movie,12/19/1986,10776,L342,,,,,5da12fe06efdf22f955e2465471e2968
50456,Hanna,tt0050456,movie,4/7/2011,50456,H500,,,,,4df29d267adbb12efa1b14e063879177
9823,Mortal Kombat: Annihilation,tt0009823,movie,11/21/1997,9823,M634,,,,,624547fad07a2a280f273b068feb270b
59861,Larry Crowne,tt0059861,movie,6/30/2011,59861,L626,,,,,fb8780bdd8a64dd22e50db59fa2a0327
133805,Carrie,tt0133805,movie,10/16/2013,133805,C600,,,,,d80517c8069d7702d8fdd89b64b4ed3b
12763,Take the Lead,tt0012763,movie,3/17/2006,12763,T234,,,,,2af75c5b6043ef42b4ebece9054d02c1
9766,Gridiron Gang,tt0009766,movie,9/15/2006,9766,G636,,,,,e7eb339da785385f3ff411f7dc7e260b
14034,What's the Worst That Could Happen?,tt0014034,movie,5/31/2001,14034,W323,,,,,344292045760ffc09475a0d7722825f0
12244,9,tt0012244,movie,8/19/2009,12244,,,,,,45c48cce2e2d7fbdea1afc51c7c6ad26
109421,Side Effects,tt0109421,movie,2/7/2013,109421,S312,,,,,017e8f8de381c927b7f4dfb7fa2ec0c1
11137,The Prince & Me,tt0011137,movie,3/28/2004,11137,T165,,,,,37d47aff2a7efd3392c61f40c8266cf6
51162,Winnie the Pooh,tt0051162,movie,4/13/2011,51162,W531,,,,,c98167bc8704e5fba20745c348dde217
10152,Dumb and Dumberer: When Harry Met Lloyd,tt0010152,movie,6/13/2003,10152,D515,,,,,9ab2a323396bbb1858c0c3e5a25934b1
9452,Bulworth,tt0009452,movie,5/15/1998,9452,B463,,,,,3181ed6f843cefd5fc67d71d7a5c7fba
239566,Get on Up,tt0239566,movie,8/1/2014,239566,G351,,,,,e55d4b6c04db19edec4275bf800f5af6
53113,One True Thing,tt0053113,movie,9/18/1998,53113,O536,,,,,499cec9f0e78581d9f415a6654d30950
9271,Virtuosity,tt0009271,movie,8/4/1995,9271,V632,,,,,4c942943b5230c9bb59db3d8f44b7630
4474,My Super Ex-Girlfriend,tt0004474,movie,6/20/2006,4474,M216,,,,,13e6a808c87acc56ccab22e287bd0042
184346,Deliver Us from Evil,tt0184346,movie,7/1/2014,184346,D416,,,,,ad1067041ab9bd45760e3c4ece18fd66
48340,Sanctum,tt0048340,movie,2/3/2011,48340,S523,,,,,b690b5635a9eb3ab71db966af06f0610
14846,Little Black Book,tt0014846,movie,8/6/2004,14846,L341,,,,,5e0bed6239b05c63bfd68d048e41f5e5
72207,The Five-Year Engagement,tt0072207,movie,4/27/2012,72207,T116,,,,,844425e5be212420b7cc3c8e3936ffcd
16232,Mr. 3000,tt0016232,movie,6/15/2004,16232,M600,,,,,1d019c8df49fe09f884a78d1f8ca34a2
43539,The Next Three Days,tt0043539,movie,11/18/2010,43539,T523,,,,,78cbc43b33253594b290674ef7801b37
9920,Ultraviolet,tt0009920,movie,3/3/2006,9920,U436,,,,,0bbb8985f0aa7fae5febb50c2671a850
8978,Assault on Precinct 13,tt0008978,movie,1/19/2005,8978,A243,,,,,68436fc75f890a822d141d213421f0a9
11702,The Replacement Killers,tt0011702,movie,2/6/1998,11702,T614,,,,,c614a2e9130d609980c41333285e0b8e
18550,Fled,tt0018550,movie,7/19/1996,18550,F430,,,,,e572e342f3cdffe3c59cf3f8906e0f3e
8869,Eight Legged Freaks,tt0008869,movie,7/17/2002,8869,E234,,,,,c4afad8008b45b2f3bba8099bbd68c1b
43347,Love & Other Drugs,tt0043347,movie,11/22/2010,43347,L136,,,,,3f58fad4cc109944a4665b19898bdeb8
3489,88 Minutes,tt0003489,movie,2/14/2007,3489,M532,,,,,8ef7d001c704f753480c6bb06f9ab625
9701,North Country,tt0009701,movie,2/12/2005,9701,N632,,,,,4e2dd6182bbd48a3861b181b48518f36
2122,The Whole Ten Yards,tt0002122,movie,4/7/2004,2122,T435,,,,,7b4a3755222ac21cb76260635a22f48a
37707,Splice,tt0037707,movie,10/6/2009,37707,S142,,,,,1ffbee82631b0ea136d6b5dbe2de9794
10658,Howard the Duck,tt0010658,movie,8/1/1986,10658,H633,,,,,0233e1085a90dcacf32be6842c0bd0e0
13150,Pride and Glory,tt0013150,movie,9/9/2008,13150,P635,,,,,303d7a1aea0de7e653ed17725d3d6946
9042,The Cave,tt0009042,movie,8/25/2005,9042,T210,,,,,ecdb19090ff03e575da70263881c8bb9
17813,Alex & Emma,tt0017813,movie,6/16/2003,17813,A425,,,,,9f6967bf78950e0eb41d326e61da9533
11208,Wicker Park,tt0011208,movie,9/3/2004,11208,W261,,,,,2b2718b21d808305a2a8aea68fb7cd05
58151,Fright Night,tt0058151,movie,8/18/2011,58151,F623,,,,,32c9621a009220e5ba1c87b451ae07fd
11400,The New World,tt0011400,movie,12/25/2005,11400,T564,,,,,f9b304f7e5df48d5e1b15e5c753828a2
10350,Wing Commander,tt0010350,movie,3/11/1999,10350,W525,,,,,bc03f44eee4bdf089ecd79ba80e0159c
28902,In Dreams,tt0028902,movie,1/15/1999,28902,I536,,,,,a4bf60c055c24b2a90cd2efb6b3db17e
14164,Dragonball Evolution,tt0014164,movie,4/1/2009,14164,D625,,,,,e96c9d63fcf2497c769f85857915140b
76640,The Last Stand,tt0076640,movie,1/12/2013,76640,T423,,,,,b909c2fe0e670eab5a77fe5f527a3aeb
11058,Godsend,tt0011058,movie,4/30/2004,11058,G325,,,,,5b658718757a183130342bc0a3ffb9c5
14844,Chasing Liberty,tt0014844,movie,1/9/2004,14844,C252,,,,,4e9db9bc9eb9b81bc5cd7b2d3bc76a5d
