movie_id_ml,movie_id,title,release,url
751,714,tomorrow never dies,1997,http://us.imdb.com/M/title-exact?imdb-title-120347
752,11702,the replacement killers,1998,http://us.imdb.com/M/title-exact?Replacement+Killers%2C+The+(1998)
763,9614,happy gilmore,1996,http://us.imdb.com/M/title-exact?Happy%20Gilmore%20(1996)
765,11066,boomerang,1992,http://us.imdb.com/M/title-exact?Boomerang%20(1992)
768,8839,casper,1995,http://us.imdb.com/M/title-exact?Casper%20(1995)
769,10329,congo,1995,http://us.imdb.com/M/title-exact?Congo%20(1995)
772,9344,kids,1995,http://us.imdb.com/M/title-exact?Kids%20(1995)
774,11980,the prophecy,1995,"http://us.imdb.com/M/title-exact?Prophecy,%20The%20(1995)"
786,63020,the perez family,1995,"http://us.imdb.com/M/title-exact?Perez%20Family,%20The%20(1995)"
792,11382,bullets over broadway,1994,http://us.imdb.com/M/title-exact?Bullets%20Over%20Broadway%20(1994)
793,34152,crooklyn,1994,http://us.imdb.com/M/title-exact?Crooklyn%20(1994)
797,8831,timecop,1994,http://us.imdb.com/M/title-exact?Timecop%20(1994)
806,9516,menace ii society,1993,http://us.imdb.com/M/title-exact?Menace%20II%20Society%20(1993)
807,8291,poetic justice,1993,http://us.imdb.com/M/title-exact?Poetic%20Justice%20(1993)
810,8850,the shadow,1994,"http://us.imdb.com/M/title-exact?Shadow,%20The%20(1994)"
818,61752,girl 6,1996,http://us.imdb.com/M/title-exact?Girl%206%20(1996)
820,2300,space jam,1996,http://us.imdb.com/M/title-exact?Space%20Jam%20(1996)
826,9826,the phantom,1996,"http://us.imdb.com/M/title-exact?Phantom,%20The%20(1996)"
827,11228,daylight,1996,http://us.imdb.com/M/title-exact?Daylight%20(1996)
829,18550,fled,1996,http://us.imdb.com/M/title-exact?Fled%20(1996)
831,10061,escape from l.a.,1996,http://us.imdb.com/M/title-exact?Escape%20from%20L.A.%20(1996)
832,3587,bogus,1996,http://us.imdb.com/M/title-exact?Bogus%20(1996)
834,10987,halloween: the curse of michael myers,1995,http://us.imdb.com/M/title-exact?Halloween:%20The%20Curse%20of%20Michael%20Myers%20(1995)
841,9625,the glimmer man,1996,"http://us.imdb.com/M/title-exact?Glimmer%20Man,%20The%20(1996)"
844,11229,freeway,1996,http://us.imdb.com/M/title-exact?Freeway%20(1996)
849,2119,days of thunder,1990,http://us.imdb.com/M/title-exact?Days%20of%20Thunder%20(1990)
859,24913,april fool's day,1986,http://us.imdb.com/M/title-exact?April%20Fool's%20Day%20(1986)
862,9279,jingle all the way,1996,http://us.imdb.com/M/title-exact?Jingle%20All%20the%20Way%20(1996)
864,17795,my fellow americans,1996,http://us.imdb.com/M/title-exact?My%20Fellow%20Americans%20(1996)
865,68924,the ice storm,1997,http://us.imdb.com/M/title-exact?Ice+Storm%2C+The+(1997)
872,27322,love jones,1997,http://us.imdb.com/M/title-exact?Love%20Jones%20(1997)
876,9416,money talks,1997,http://us.imdb.com/M/title-exact?Money+Talks+(1997)
879,6623,the peacemaker,1997,http://us.imdb.com/M/title-exact?Peacemaker%2C+The+(1997)
880,29461,soul food,1997,http://us.imdb.com/M/title-exact?Soul+Food+(1997)
881,9416,money talks,1997,http://us.imdb.com/M/title-exact?Money+Talks+(1997)
890,9823,mortal kombat: annihilation,1997,http://us.imdb.com/M/title-exact?Mortal+Kombat%3A+Annihilation+(1997)
892,9574,flubber,1997,http://us.imdb.com/M/title-exact?imdb-title-119137
895,4233,scream 2,1997,http://us.imdb.com/M/title-exact?imdb-title-120082
896,10217,the sweet hereafter,1997,http://us.imdb.com/M/title-exact?Sweet+Hereafter%2C+The+(1997)
898,9922,the postman,1997,http://us.imdb.com/M/title-exact?imdb-title-119925
900,9746,kundun,1997,http://us.imdb.com/M/title-exact?imdb-title-119485
908,9490,half baked,1998,http://us.imdb.com/M/title-exact?imdb-title-120693
914,617,wild things,1998,http://us.imdb.com/Title?Wild+Things+(1998)
915,9440,primary colors,1998,http://us.imdb.com/Title?Primary+Colors+(1998)
916,2157,lost in space,1998,http://us.imdb.com/Title?Lost+in+Space+(1998)
917,8838,mercury rising,1998,http://us.imdb.com/Title?Mercury+Rising+(1998)
918,795,city of angels,1998,http://us.imdb.com/Title?City+of+Angels+(1998)
924,10534,white squall,1996,http://us.imdb.com/M/title-exact?White%20Squall%20(1996)
928,9100,the craft,1996,"http://us.imdb.com/M/title-exact?Craft,%20The%20(1996)"
929,38223,harriet the spy,1996,http://us.imdb.com/M/title-exact?Harriet%20the%20Spy%20(1996)
930,12123,chain reaction,1996,http://us.imdb.com/M/title-exact?Chain%20Reaction%20(1996)
931,9306,the island of dr. moreau,1996,"http://us.imdb.com/M/title-exact?Island%20of%20Dr.%20Moreau,%20The%20(1996)"
933,21612,the funeral,1996,"http://us.imdb.com/M/title-exact?Funeral,%20The%20(1996)"
942,15765,what's love got to do with it,1993,http://us.imdb.com/M/title-exact?What's%20Love%20Got%20to%20Do%20with%20It%20(1993)
944,11858,renaissance man,1994,http://us.imdb.com/M/title-exact?Renaissance%20Man%20(1994)
951,11359,the indian in the cupboard,1995,"http://us.imdb.com/M/title-exact?Indian%20in%20the%20Cupboard,%20The%20(1995)"
955,76,before sunrise,1995,http://us.imdb.com/M/title-exact?Before%20Sunrise%20(1995)
959,9571,dazed and confused,1993,http://us.imdb.com/M/title-exact?Dazed%20and%20Confused%20(1993)
962,47889,ruby in paradise,1993,http://us.imdb.com/M/title-exact?Ruby%20in%20Paradise%20(1993)
974,17182,eye for an eye,1996,http://us.imdb.com/Title?Eye+for+an+Eye+(1996)
982,10861,maximum risk,1996,http://us.imdb.com/M/title-exact?Maximum%20Risk%20(1996)
986,34314,turbulence,1997,http://us.imdb.com/M/title-exact?Turbulence%20(1997)
989,24662,cats don't dance,1997,http://us.imdb.com/M/title-exact?Cats%20Don%27t%20Dance%20(1997)
994,34941,the last time i committed suicide,1997,http://us.imdb.com/M/title-exact?Last+Time+I+Committed+Suicide%2C+The+(1997)
1010,549,basquiat,1996,http://us.imdb.com/M/title-exact?Basquiat%20(1996)
1013,9360,anaconda,1997,http://us.imdb.com/M/title-exact?Anaconda%20%281997%29
1016,1701,con air,1997,http://us.imdb.com/M/title-exact?Con%20Air%20%281997%29
1035,864,cool runnings,1993,http://us.imdb.com/M/title-exact?Cool%20Runnings%20(1993)
1038,10871,switchback,1997,http://us.imdb.com/M/title-exact?Switchback+(1997)
1047,9304,multiplicity,1996,http://us.imdb.com/M/title-exact?Multiplicity%20(1996)
1048,11363,she's the one,1996,http://us.imdb.com/M/title-exact?She's%20the%20One%20(1996)
1057,23570,the pallbearer,1996,"http://us.imdb.com/M/title-exact?Pallbearer,%20The%20(1996)"
1060,18975,the adventures of pinocchio,1996,"http://us.imdb.com/M/title-exact?Adventures%20of%20Pinocchio,%20The%20(1996)"
1067,13685,bottle rocket,1996,http://us.imdb.com/M/title-exact?Bottle%20Rocket%20(1996)
1089,1639,speed 2: cruise control,1997,http://us.imdb.com/M/title-exact?Speed%202%3A%20Cruise%20Control%20%281997%29
1094,28121,a thin line between love and hate,1996,"http://us.imdb.com/M/title-exact?Thin%20Line%20Between%20Love%20and%20Hate,%20A%20(1996)"
1098,2074,flirting with disaster,1996,http://us.imdb.com/M/title-exact?Flirting%20With%20Disaster%20(1996)
1106,42807,the newton boys,1998,"http://us.imdb.com/Title?Newton+Boys,+The+(1998)"
1110,9067,tank girl,1995,http://us.imdb.com/M/title-exact?Tank%20Girl%20(1995)
1114,47502,faithful,1996,http://us.imdb.com/M/title-exact?Faithful%20(1996)
1124,22649,a farewell to arms,1932,"http://us.imdb.com/M/title-exact?Farewell%20to%20Arms,%20A%20(1932)"
1127,37165,the truman show,1998,"http://us.imdb.com/Title?Truman+Show,+The+(1998)"
1134,49471,get on the bus,1996,http://us.imdb.com/M/title-exact?Get%20on%20the%20Bus%20(1996)
1135,10537,the doors,1991,"http://us.imdb.com/M/title-exact?Doors,%20The%20(1991)"
1136,31908,ghosts of mississippi,1996,http://us.imdb.com/M/title-exact?Ghosts%20of%20Mississippi%20(1996)
1139,10428,hackers,1995,http://us.imdb.com/M/title-exact?Hackers%20(1995)
1157,11015,the relic,1997,"http://us.imdb.com/M/title-exact?Relic,%20The%20(1997)"
1181,26352,a low down dirty shame,1994,"http://us.imdb.com/M/title-exact?Low%20Down%20Dirty%20Shame,%20A%20(1994)"
1189,26306,prefontaine,1997,http://us.imdb.com/M/title-exact?Prefontaine%20(1997)
1203,3080,top hat,1935,http://us.imdb.com/M/title-exact?Top%20Hat%20(1935)
1207,11863,jade,1995,http://us.imdb.com/M/title-exact?Jade%20(1995)
1208,6071,kiss of death,1995,http://us.imdb.com/M/title-exact?Kiss%20of%20Death%20(1995)
1210,9271,virtuosity,1995,http://us.imdb.com/M/title-exact?Virtuosity%20(1995)
1217,9691,assassins,1995,http://us.imdb.com/Title?Assassins+(1995)
1218,10634,friday,1995,http://us.imdb.com/M/title-exact?Friday%20(1995)
1228,3512,under siege 2: dark territory,1995,http://us.imdb.com/M/title-exact?Under%20Siege%202:%20Dark%20Territory%20(1995)
1234,31535,chairman of the board,1998,http://us.imdb.com/Title?Chairman+of+the+Board+(1998)
1239,1408,cutthroat island,1995,http://us.imdb.com/M/title-exact?Cutthroat%20Island%20(1995)
1262,49963,walking and talking,1996,http://us.imdb.com/M/title-exact?Walking%20and%20Talking%20(1996)
1274,5550,robocop 3,1993,http://us.imdb.com/M/title-exact?Robocop%203%20(1993)
1277,9400,set it off,1996,http://us.imdb.com/M/title-exact?Set%20It%20Off%20(1996)
1278,16052,selena,1997,http://us.imdb.com/M/title-exact?Selena%20(1997)
1292,17834,a simple wish,1997,http://us.imdb.com/M/title-exact?Simple+Wish%2C+A+(1997)
1301,10890,stripes,1981,http://us.imdb.com/M/title-exact?Stripes+(1981)
1407,2636,the specialist,1994,"http://us.imdb.com/M/title-exact?Specialist,%20The%20(1994)"
1411,8069,barbarella,1968,http://us.imdb.com/M/title-exact?Barbarella%20(1968)
1413,11667,street fighter,1994,http://us.imdb.com/M/title-exact?Street%20Fighter%20(1994)
1429,10215,sliding doors,1998,http://us.imdb.com/Title?Sliding+Doors+(1998)
1442,10533,the scarlet letter,1995,"http://us.imdb.com/M/title-exact?Scarlet%20Letter,%20The%20(1995)"
1483,9313,the man in the iron mask,1998,"http://us.imdb.com/Title?Man+in+the+Iron+Mask,+The+(1998/I)"
1525,17127,the object of my affection,1998,"http://us.imdb.com/Title?Object+of+My+Affection,+The+(1998)"
1526,9281,witness,1985,http://us.imdb.com/M/title-exact?Witness+(1985)
1530,87729,jefferson in paris,1995,http://us.imdb.com/M/title-exact?Jefferson%20in%20Paris%20(1995)
1615,49478,warriors of virtue,1997,http://us.imdb.com/M/title-exact?Warriors%20of%20Virtue%20%281997%29
1654,31535,chairman of the board,1998,http://us.imdb.com/Title?Chairman+of+the+Board+(1998)
1664,13982,8 heads in a duffel bag,1997,http://us.imdb.com/Title?8+Heads+in+a+Duffel+Bag+(1997)
1680,10215,sliding doors,1998,http://us.imdb.com/Title?Sliding+Doors+(1998)
11,807,se7en,1995,http://us.imdb.com/M/title-exact?Se7en%20(1995)
